gear_ratio,vehicle_speed_kmh,road_grade_deg,motor_rpm,motor_torque_nm,wheel_torque_nm,tractive_force_n,rolling_resistance_n,aerodynamic_drag_n,grade_resistance_n,acceleration_mps2,theoretical_vehicle_speed_kmh
4.25,60,2,8000,337.5,1362.6562,4258.3008,211.896,104.8056,616.2553,1.847413,227.0817
4.25,60,5,2000,450.0,1816.875,5677.7344,211.896,104.8056,1538.9961,2.123354,56.7704
4.25,60,5,4000,427.5,1726.0312,5393.8477,211.896,104.8056,1538.9961,1.965639,113.5409
4.25,60,5,6000,382.5,1544.3438,4826.0742,211.896,104.8056,1538.9961,1.650209,170.3113
4.25,60,5,8000,337.5,1362.6562,4258.3008,211.896,104.8056,1538.9961,1.33478,227.0817
4.25,60,8,2000,450.0,1816.875,5677.7344,211.896,104.8056,2457.5186,1.613063,56.7704
4.25,60,8,4000,427.5,1726.0312,5393.8477,211.896,104.8056,2457.5186,1.455349,113.5409
4.25,60,8,6000,382.5,1544.3438,4826.0742,211.896,104.8056,2457.5186,1.139919,170.3113
4.25,60,8,8000,337.5,1362.6562,4258.3008,211.896,104.8056,2457.5186,0.824489,227.0817
4.25,60,10,2000,450.0,1816.875,5677.7344,211.896,104.8056,3066.2795,1.274863,56.7704
4.25,60,10,4000,427.5,1726.0312,5393.8477,211.896,104.8056,3066.2795,1.117148,113.5409
4.25,60,10,6000,382.5,1544.3438,4826.0742,211.896,104.8056,3066.2795,0.801718,170.3113
4.25,60,10,8000,337.5,1362.6562,4258.3008,211.896,104.8056,3066.2795,0.486289,227.0817
4.25,80,0,2000,450.0,1816.875,5677.7344,211.896,186.321,0.0,2.933065,56.7704
4.25,80,0,4000,427.5,1726.0312,5393.8477,211.896,186.321,0.0,2.77535,113.5409
4.25,80,0,6000,382.5,1544.3438,4826.0742,211.896,186.321,0.0,2.459921,170.3113
4.25,80,0,8000,337.5,1362.6562,4258.3008,211.896,186.321,0.0,2.144491,227.0817
4.25,80,2,2000,450.0,1816.875,5677.7344,211.896,186.321,616.2553,2.590701,56.7704
4.25,80,2,4000,427.5,1726.0312,5393.8477,211.896,186.321,616.2553,2.432986,113.5409
4.25,80,2,6000,382.5,1544.3438,4826.0742,211.896,186.321,616.2553,2.117557,170.3113
4.25,80,2,8000,337.5,1362.6562,4258.3008,211.896,186.321,616.2553,1.802127,227.0817
4.25,80,5,2000,450.0,1816.875,5677.7344,211.896,186.321,1538.9961,2.078067,56.7704
4.25,80,5,4000,427.5,1726.0312,5393.8477,211.896,186.321,1538.9961,1.920353,113.5409
4.25,80,5,6000,382.5,1544.3438,4826.0742,211.896,186.321,1538.9961,1.604923,170.3113
4.25,80,5,8000,337.5,1362.6562,4258.3008,211.896,186.321,1538.9961,1.289493,227.0817
4.25,80,8,2000,450.0,1816.875,5677.7344,211.896,186.321,2457.5186,1.567777,56.7704
4.25,80,8,4000,427.5,1726.0312,5393.8477,211.896,186.321,2457.5186,1.410062,113.5409
4.25,80,8,6000,382.5,1544.3438,4826.0742,211.896,186.321,2457.5186,1.094633,170.3113
4.25,80,8,8000,337.5,1362.6562,4258.3008,211.896,186.321,2457.5186,0.779203,227.0817
4.25,80,10,2000,450.0,1816.875,5677.7344,211.896,186.321,3066.2795,1.229577,56.7704
4.25,80,10,4000,427.5,1726.0312,5393.8477,211.896,186.321,3066.2795,1.071862,113.5409
4.25,80,10,6000,382.5,1544.3438,4826.0742,211.896,186.321,3066.2795,0.756432,170.3113
4.25,80,10,8000,337.5,1362.6562,4258.3008,211.896,186.321,3066.2795,0.441002,227.0817
4.25,100,0,2000,450.0,1816.875,5677.7344,211.896,291.1265,0.0,2.87484,56.7704
4.25,100,0,4000,427.5,1726.0312,5393.8477,211.896,291.1265,0.0,2.717125,113.5409
4.25,100,0,6000,382.5,1544.3438,4826.0742,211.896,291.1265,0.0,2.401695,170.3113
4.25,100,0,8000,337.5,1362.6562,4258.3008,211.896,291.1265,0.0,2.086266,227.0817
4.25,100,2,2000,450.0,1816.875,5677.7344,211.896,291.1265,616.2553,2.532476,56.7704
4.25,100,2,4000,427.5,1726.0312,5393.8477,211.896,291.1265,616.2553,2.374761,113.5409
4.25,100,2,6000,382.5,1544.3438,4826.0742,211.896,291.1265,616.2553,2.059331,170.3113
4.25,100,2,8000,337.5,1362.6562,4258.3008,211.896,291.1265,616.2553,1.743902,227.0817
4.25,100,5,2000,450.0,1816.875,5677.7344,211.896,291.1265,1538.9961,2.019842,56.7704
4.25,100,5,4000,427.5,1726.0312,5393.8477,211.896,291.1265,1538.9961,1.862127,113.5409
4.25,100,5,6000,382.5,1544.3438,4826.0742,211.896,291.1265,1538.9961,1.546698,170.3113
4.25,100,5,8000,337.5,1362.6562,4258.3008,211.896,291.1265,1538.9961,1.231268,227.0817
4.25,100,8,2000,450.0,1816.875,5677.7344,211.896,291.1265,2457.5186,1.509552,56.7704
4.25,100,8,4000,427.5,1726.0312,5393.8477,211.896,291.1265,2457.5186,1.351837,113.5409
4.25,100,8,6000,382.5,1544.3438,4826.0742,211.896,291.1265,2457.5186,1.036407,170.3113
4.25,100,8,8000,337.5,1362.6562,4258.3008,211.896,291.1265,2457.5186,0.720978,227.0817
4.25,100,10,2000,450.0,1816.875,5677.7344,211.896,291.1265,3066.2795,1.171351,56.7704
4.25,100,10,4000,427.5,1726.0312,5393.8477,211.896,291.1265,3066.2795,1.013636,113.5409
4.25,100,10,6000,382.5,1544.3438,4826.0742,211.896,291.1265,3066.2795,0.698207,170.3113
4.25,100,10,8000,337.5,1362.6562,4258.3008,211.896,291.1265,3066.2795,0.382777,227.0817
4.5,20,0,2000,450.0,1923.75,6011.7188,211.896,11.6451,0.0,3.215654,53.6165
4.5,20,0,4000,427.5,1827.5625,5711.1328,211.896,11.6451,0.0,3.048662,107.233
4.5,20,0,6000,382.5,1635.1875,5109.9609,211.896,11.6451,0.0,2.714678,160.8495
4.5,20,0,8000,337.5,1442.8125,4508.7891,211.896,11.6451,0.0,2.380693,214.4661
4.5,20,2,2000,450.0,1923.75,6011.7188,211.896,11.6451,616.2553,2.87329,53.6165
4.5,20,2,4000,427.5,1827.5625,5711.1328,211.896,11.6451,616.2553,2.706298,107.233
4.5,20,2,6000,382.5,1635.1875,5109.9609,211.896,11.6451,616.2553,2.372314,160.8495
4.5,20,2,8000,337.5,1442.8125,4508.7891,211.896,11.6451,616.2553,2.038329,214.4661
4.5,20,5,2000,450.0,1923.75,6011.7188,211.896,11.6451,1538.9961,2.360656,53.6165
4.5,20,5,4000,427.5,1827.5625,5711.1328,211.896,11.6451,1538.9961,2.193664,107.233
4.5,20,5,6000,382.5,1635.1875,5109.9609,211.896,11.6451,1538.9961,1.85968,160.8495
4.5,20,5,8000,337.5,1442.8125,4508.7891,211.896,11.6451,1538.9961,1.525695,214.4661
4.5,20,8,2000,450.0,1923.75,6011.7188,211.896,11.6451,2457.5186,1.850366,53.6165
4.5,20,8,4000,427.5,1827.5625,5711.1328,211.896,11.6451,2457.5186,1.683374,107.233
4.5,20,8,6000,382.5,1635.1875,5109.9609,211.896,11.6451,2457.5186,1.34939,160.8495
4.5,20,8,8000,337.5,1442.8125,4508.7891,211.896,11.6451,2457.5186,1.015405,214.4661
4.5,20,10,2000,450.0,1923.75,6011.7188,211.896,11.6451,3066.2795,1.512166,53.6165
4.5,20,10,4000,427.5,1827.5625,5711.1328,211.896,11.6451,3066.2795,1.345173,107.233
4.5,20,10,6000,382.5,1635.1875,5109.9609,211.896,11.6451,3066.2795,1.011189,160.8495
4.5,20,10,8000,337.5,1442.8125,4508.7891,211.896,11.6451,3066.2795,0.677205,214.4661
4.5,40,0,2000,450.0,1923.75,6011.7188,211.896,46.5802,0.0,3.196246,53.6165
4.5,40,0,4000,427.5,1827.5625,5711.1328,211.896,46.5802,0.0,3.029254,107.233
4.5,40,0,6000,382.5,1635.1875,5109.9609,211.896,46.5802,0.0,2.695269,160.8495
4.5,40,0,8000,337.5,1442.8125,4508.7891,211.896,46.5802,0.0,2.361285,214.4661
4.5,40,2,2000,450.0,1923.75,6011.7188,211.896,46.5802,616.2553,2.853882,53.6165
4.5,40,2,4000,427.5,1827.5625,5711.1328,211.896,46.5802,616.2553,2.68689,107.233
4.5,40,2,6000,382.5,1635.1875,5109.9609,211.896,46.5802,616.2553,2.352905,160.8495
4.5,40,2,8000,337.5,1442.8125,4508.7891,211.896,46.5802,616.2553,2.018921,214.4661
4.5,40,5,2000,450.0,1923.75,6011.7188,211.896,46.5802,1538.9961,2.341248,53.6165
4.5,40,5,4000,427.5,1827.5625,5711.1328,211.896,46.5802,1538.9961,2.174256,107.233
4.5,40,5,6000,382.5,1635.1875,5109.9609,211.896,46.5802,1538.9961,1.840271,160.8495
4.5,40,5,8000,337.5,1442.8125,4508.7891,211.896,46.5802,1538.9961,1.506287,214.4661
4.5,40,8,2000,450.0,1923.75,6011.7188,211.896,46.5802,2457.5186,1.830958,53.6165
4.5,40,8,4000,427.5,1827.5625,5711.1328,211.896,46.5802,2457.5186,1.663966,107.233
4.5,40,8,6000,382.5,1635.1875,5109.9609,211.896,46.5802,2457.5186,1.329981,160.8495
4.5,40,8,8000,337.5,1442.8125,4508.7891,211.896,46.5802,2457.5186,0.995997,214.4661
4.5,40,10,2000,450.0,1923.75,6011.7188,211.896,46.5802,3066.2795,1.492757,53.6165
4.5,40,10,4000,427.5,1827.5625,5711.1328,211.896,46.5802,3066.2795,1.325765,107.233
4.5,40,10,6000,382.5,1635.1875,5109.9609,211.896,46.5802,3066.2795,0.991781,160.8495
4.5,40,10,8000,337.5,1442.8125,4508.7891,211.896,46.5802,3066.2795,0.657796,214.4661
4.5,60,0,2000,450.0,1923.75,6011.7188,211.896,104.8056,0.0,3.163898,53.6165
4.5,60,0,4000,427.5,1827.5625,5711.1328,211.896,104.8056,0.0,2.996906,107.233
4.5,60,0,6000,382.5,1635.1875,5109.9609,211.896,104.8056,0.0,2.662922,160.8495
4.5,60,0,8000,337.5,1442.8125,4508.7891,211.896,104.8056,0.0,2.328938,214.4661
4.5,60,2,2000,450.0,1923.75,6011.7188,211.896,104.8056,616.2553,2.821534,53.6165
4.5,60,2,4000,427.5,1827.5625,5711.1328,211.896,104.8056,616.2553,2.654542,107.233
4.5,60,2,6000,382.5,1635.1875,5109.9609,211.896,104.8056,616.2553,2.320558,160.8495
4.5,60,2,8000,337.5,1442.8125,4508.7891,211.896,104.8056,616.2553,1.986573,214.4661
4.5,60,5,2000,450.0,1923.75,6011.7188,211.896,104.8056,1538.9961,2.308901,53.6165
4.5,60,5,4000,427.5,1827.5625,5711.1328,211.896,104.8056,1538.9961,2.141908,107.233
4.5,60,5,6000,382.5,1635.1875,5109.9609,211.896,104.8056,1538.9961,1.807924,160.8495
4.5,60,5,8000,337.5,1442.8125,4508.7891,211.896,104.8056,1538.9961,1.47394,214.4661
4.5,60,8,2000,450.0,1923.75,6011.7188,211.896,104.8056,2457.5186,1.79861,53.6165
4.5,60,8,4000,427.5,1827.5625,5711.1328,211.896,104.8056,2457.5186,1.631618,107.233
4.5,60,8,6000,382.5,1635.1875,5109.9609,211.896,104.8056,2457.5186,1.297634,160.8495
4.5,60,8,8000,337.5,1442.8125,4508.7891,211.896,104.8056,2457.5186,0.963649,214.4661
4.5,60,10,2000,450.0,1923.75,6011.7188,211.896,104.8056,3066.2795,1.46041,53.6165
4.5,60,10,4000,427.5,1827.5625,5711.1328,211.896,104.8056,3066.2795,1.293418,107.233
4.5,60,10,6000,382.5,1635.1875,5109.9609,211.896,104.8056,3066.2795,0.959433,160.8495
4.5,60,10,8000,337.5,1442.8125,4508.7891,211.896,104.8056,3066.2795,0.625449,214.4661
4.5,80,0,2000,450.0,1923.75,6011.7188,211.896,186.321,0.0,3.118612,53.6165
4.5,80,0,4000,427.5,1827.5625,5711.1328,211.896,186.321,0.0,2.95162,107.233
4.5,80,0,6000,382.5,1635.1875,5109.9609,211.896,186.321,0.0,2.617636,160.8495
4.5,80,0,8000,337.5,1442.8125,4508.7891,211.896,186.321,0.0,2.283651,214.4661
4.5,80,2,2000,450.0,1923.75,6011.7188,211.896,186.321,616.2553,2.776248,53.6165
4.5,80,2,4000,427.5,1827.5625,5711.1328,211.896,186.321,616.2553,2.609256,107.233
4.5,80,2,6000,382.5,1635.1875,5109.9609,211.896,186.321,616.2553,2.275271,160.8495
4.5,80,2,8000,337.5,1442.8125,4508.7891,211.896,186.321,616.2553,1.941287,214.4661
4.5,80,5,2000,450.0,1923.75,6011.7188,211.896,186.321,1538.9961,2.263614,53.6165
4.5,80,5,4000,427.5,1827.5625,5711.1328,211.896,186.321,1538.9961,2.096622,107.233
4.5,80,5,6000,382.5,1635.1875,5109.9609,211.896,186.321,1538.9961,1.762638,160.8495
4.5,80,5,8000,337.5,1442.8125,4508.7891,211.896,186.321,1538.9961,1.428653,214.4661
4.5,80,8,2000,450.0,1923.75,6011.7188,211.896,186.321,2457.5186,1.753324,53.6165
4.5,80,8,4000,427.5,1827.5625,5711.1328,211.896,186.321,2457.5186,1.586332,107.233
4.5,80,8,6000,382.5,1635.1875,5109.9609,211.896,186.321,2457.5186,1.252347,160.8495
4.5,80,8,8000,337.5,1442.8125,4508.7891,211.896,186.321,2457.5186,0.918363,214.4661
4.5,80,10,2000,450.0,1923.75,6011.7188,211.896,186.321,3066.2795,1.415123,53.6165
4.5,80,10,4000,427.5,1827.5625,5711.1328,211.896,186.321,3066.2795,1.248131,107.233
4.5,80,10,6000,382.5,1635.1875,5109.9609,211.896,186.321,3066.2795,0.914147,160.8495
4.5,80,10,8000,337.5,1442.8125,4508.7891,211.896,186.321,3066.2795,0.580163,214.4661
4.5,100,0,2000,450.0,1923.75,6011.7188,211.896,291.1265,0.0,3.060387,53.6165
4.5,100,0,4000,427.5,1827.5625,5711.1328,211.896,291.1265,0.0,2.893395,107.233
4.5,100,0,6000,382.5,1635.1875,5109.9609,211.896,291.1265,0.0,2.55941,160.8495
4.5,100,0,8000,337.5,1442.8125,4508.7891,211.896,291.1265,0.0,2.225426,214.4661
4.5,100,2,2000,450.0,1923.75,6011.7188,211.896,291.1265,616.2553,2.718023,53.6165
4.5,100,2,4000,427.5,1827.5625,5711.1328,211.896,291.1265,616.2553,2.551031,107.233
4.5,100,2,6000,382.5,1635.1875,5109.9609,211.896,291.1265,616.2553,2.217046,160.8495
4.5,100,2,8000,337.5,1442.8125,4508.7891,211.896,291.1265,616.2553,1.883062,214.4661
4.5,100,5,2000,450.0,1923.75,6011.7188,211.896,291.1265,1538.9961,2.205389,53.6165
4.5,100,5,4000,427.5,1827.5625,5711.1328,211.896,291.1265,1538.9961,2.038397,107.233
4.5,100,5,6000,382.5,1635.1875,5109.9609,211.896,291.1265,1538.9961,1.704412,160.8495
4.5,100,5,8000,337.5,1442.8125,4508.7891,211.896,291.1265,1538.9961,1.370428,214.4661
4.5,100,8,2000,450.0,1923.75,6011.7188,211.896,291.1265,2457.5186,1.695099,53.6165
4.5,100,8,4000,427.5,1827.5625,5711.1328,211.896,291.1265,2457.5186,1.528106,107.233
4.5,100,8,6000,382.5,1635.1875,5109.9609,211.896,291.1265,2457.5186,1.194122,160.8495
4.5,100,8,8000,337.5,1442.8125,4508.7891,211.896,291.1265,2457.5186,0.860138,214.4661
4.5,100,10,2000,450.0,1923.75,6011.7188,211.896,291.1265,3066.2795,1.356898,53.6165
4.5,100,10,4000,427.5,1827.5625,5711.1328,211.896,291.1265,3066.2795,1.189906,107.233
4.5,100,10,6000,382.5,1635.1875,5109.9609,211.896,291.1265,3066.2795,0.855922,160.8495
4.5,100,10,8000,337.5,1442.8125,4508.7891,211.896,291.1265,3066.2795,0.521937,214.4661
4.75,20,0,2000,450.0,2030.625,6345.7031,211.896,11.6451,0.0,3.401201,50.7946
4.75,20,0,4000,427.5,1929.0938,6028.418,211.896,11.6451,0.0,3.224932,101.5892
4.75,20,0,6000,382.5,1726.0312,5393.8477,211.896,11.6451,0.0,2.872393,152.3838
4.75,20,0,8000,337.5,1522.9688,4759.2773,211.896,11.6451,0.0,2.519853,203.1784
4.75,20,2,2000,450.0,2030.625,6345.7031,211.896,11.6451,616.2553,3.058837,50.7946
4.75,20,2,4000,427.5,1929.0938,6028.418,211.896,11.6451,616.2553,2.882568,101.5892
4.75,20,2,6000,382.5,1726.0312,5393.8477,211.896,11.6451,616.2553,2.530028,152.3838
4.75,20,2,8000,337.5,1522.9688,4759.2773,211.896,11.6451,616.2553,2.177489,203.1784
4.75,20,5,2000,450.0,2030.625,6345.7031,211.896,11.6451,1538.9961,2.546203,50.7946
4.75,20,5,4000,427.5,1929.0938,6028.418,211.896,11.6451,1538.9961,2.369934,101.5892
4.75,20,5,6000,382.5,1726.0312,5393.8477,211.896,11.6451,1538.9961,2.017395,152.3838
4.75,20,5,8000,337.5,1522.9688,4759.2773,211.896,11.6451,1538.9961,1.664856,203.1784
4.75,20,8,2000,450.0,2030.625,6345.7031,211.896,11.6451,2457.5186,2.035913,50.7946
4.75,20,8,4000,427.5,1929.0938,6028.418,211.896,11.6451,2457.5186,1.859643,101.5892
4.75,20,8,6000,382.5,1726.0312,5393.8477,211.896,11.6451,2457.5186,1.507104,152.3838
4.75,20,8,8000,337.5,1522.9688,4759.2773,211.896,11.6451,2457.5186,1.154565,203.1784
4.75,20,10,2000,450.0,2030.625,6345.7031,211.896,11.6451,3066.2795,1.697713,50.7946
4.75,20,10,4000,427.5,1929.0938,6028.418,211.896,11.6451,3066.2795,1.521443,101.5892
4.75,20,10,6000,382.5,1726.0312,5393.8477,211.896,11.6451,3066.2795,1.168904,152.3838
4.75,20,10,8000,337.5,1522.9688,4759.2773,211.896,11.6451,3066.2795,0.816365,203.1784
4.75,40,0,2000,450.0,2030.625,6345.7031,211.896,46.5802,0.0,3.381793,50.7946
4.75,40,0,4000,427.5,1929.0938,6028.418,211.896,46.5802,0.0,3.205523,101.5892
4.75,40,0,6000,382.5,1726.0312,5393.8477,211.896,46.5802,0.0,2.852984,152.3838
4.75,40,0,8000,337.5,1522.9688,4759.2773,211.896,46.5802,0.0,2.500445,203.1784
4.75,40,2,2000,450.0,2030.625,6345.7031,211.896,46.5802,616.2553,3.039429,50.7946
4.75,40,2,4000,427.5,1929.0938,6028.418,211.896,46.5802,616.2553,2.863159,101.5892
4.75,40,2,6000,382.5,1726.0312,5393.8477,211.896,46.5802,616.2553,2.51062,152.3838
4.75,40,2,8000,337.5,1522.9688,4759.2773,211.896,46.5802,616.2553,2.158081,203.1784
4.75,40,5,2000,450.0,2030.625,6345.7031,211.896,46.5802,1538.9961,2.526795,50.7946
4.75,40,5,4000,427.5,1929.0938,6028.418,211.896,46.5802,1538.9961,2.350525,101.5892
4.75,40,5,6000,382.5,1726.0312,5393.8477,211.896,46.5802,1538.9961,1.997986,152.3838
4.75,40,5,8000,337.5,1522.9688,4759.2773,211.896,46.5802,1538.9961,1.645447,203.1784
4.75,40,8,2000,450.0,2030.625,6345.7031,211.896,46.5802,2457.5186,2.016505,50.7946
4.75,40,8,4000,427.5,1929.0938,6028.418,211.896,46.5802,2457.5186,1.840235,101.5892
4.75,40,8,6000,382.5,1726.0312,5393.8477,211.896,46.5802,2457.5186,1.487696,152.3838
4.75,40,8,8000,337.5,1522.9688,4759.2773,211.896,46.5802,2457.5186,1.135157,203.1784
4.75,40,10,2000,450.0,2030.625,6345.7031,211.896,46.5802,3066.2795,1.678304,50.7946
4.75,40,10,4000,427.5,1929.0938,6028.418,211.896,46.5802,3066.2795,1.502035,101.5892
4.75,40,10,6000,382.5,1726.0312,5393.8477,211.896,46.5802,3066.2795,1.149495,152.3838
4.75,40,10,8000,337.5,1522.9688,4759.2773,211.896,46.5802,3066.2795,0.796956,203.1784
4.75,60,0,2000,450.0,2030.625,6345.7031,211.896,104.8056,0.0,3.349445,50.7946
4.75,60,0,4000,427.5,1929.0938,6028.418,211.896,104.8056,0.0,3.173176,101.5892
4.75,60,0,6000,382.5,1726.0312,5393.8477,211.896,104.8056,0.0,2.820637,152.3838
4.75,60,0,8000,337.5,1522.9688,4759.2773,211.896,104.8056,0.0,2.468098,203.1784
4.75,60,2,2000,450.0,2030.625,6345.7031,211.896,104.8056,616.2553,3.007081,50.7946
4.75,60,2,4000,427.5,1929.0938,6028.418,211.896,104.8056,616.2553,2.830812,101.5892
4.75,60,2,6000,382.5,1726.0312,5393.8477,211.896,104.8056,616.2553,2.478273,152.3838
4.75,60,2,8000,337.5,1522.9688,4759.2773,211.896,104.8056,616.2553,2.125734,203.1784
4.75,60,5,2000,450.0,2030.625,6345.7031,211.896,104.8056,1538.9961,2.494447,50.7946
4.75,60,5,4000,427.5,1929.0938,6028.418,211.896,104.8056,1538.9961,2.318178,101.5892
4.75,60,5,6000,382.5,1726.0312,5393.8477,211.896,104.8056,1538.9961,1.965639,152.3838
4.75,60,5,8000,337.5,1522.9688,4759.2773,211.896,104.8056,1538.9961,1.6131,203.1784
4.75,60,8,2000,450.0,2030.625,6345.7031,211.896,104.8056,2457.5186,1.984157,50.7946
4.75,60,8,4000,427.5,1929.0938,6028.418,211.896,104.8056,2457.5186,1.807888,101.5892
4.75,60,8,6000,382.5,1726.0312,5393.8477,211.896,104.8056,2457.5186,1.455349,152.3838
4.75,60,8,8000,337.5,1522.9688,4759.2773,211.896,104.8056,2457.5186,1.10281,203.1784
4.75,60,10,2000,450.0,2030.625,6345.7031,211.896,104.8056,3066.2795,1.645957,50.7946
4.75,60,10,4000,427.5,1929.0938,6028.418,211.896,104.8056,3066.2795,1.469687,101.5892
4.75,60,10,6000,382.5,1726.0312,5393.8477,211.896,104.8056,3066.2795,1.117148,152.3838
4.75,60,10,8000,337.5,1522.9688,4759.2773,211.896,104.8056,3066.2795,0.764609,203.1784
4.75,80,0,2000,450.0,2030.625,6345.7031,211.896,186.321,0.0,3.304159,50.7946
4.75,80,0,4000,427.5,1929.0938,6028.418,211.896,186.321,0.0,3.127889,101.5892
4.75,80,0,6000,382.5,1726.0312,5393.8477,211.896,186.321,0.0,2.77535,152.3838
4.75,80,0,8000,337.5,1522.9688,4759.2773,211.896,186.321,0.0,2.422811,203.1784
4.75,80,2,2000,450.0,2030.625,6345.7031,211.896,186.321,616.2553,2.961795,50.7946
4.75,80,2,4000,427.5,1929.0938,6028.418,211.896,186.321,616.2553,2.785525,101.5892
4.75,80,2,6000,382.5,1726.0312,5393.8477,211.896,186.321,616.2553,2.432986,152.3838
4.75,80,2,8000,337.5,1522.9688,4759.2773,211.896,186.321,616.2553,2.080447,203.1784
4.75,80,5,2000,450.0,2030.625,6345.7031,211.896,186.321,1538.9961,2.449161,50.7946
4.75,80,5,4000,427.5,1929.0938,6028.418,211.896,186.321,1538.9961,2.272892,101.5892
4.75,80,5,6000,382.5,1726.0312,5393.8477,211.896,186.321,1538.9961,1.920353,152.3838
4.75,80,5,8000,337.5,1522.9688,4759.2773,211.896,186.321,1538.9961,1.567813,203.1784
4.75,80,8,2000,450.0,2030.625,6345.7031,211.896,186.321,2457.5186,1.938871,50.7946
4.75,80,8,4000,427.5,1929.0938,6028.418,211.896,186.321,2457.5186,1.762601,101.5892
4.75,80,8,6000,382.5,1726.0312,5393.8477,211.896,186.321,2457.5186,1.410062,152.3838
4.75,80,8,8000,337.5,1522.9688,4759.2773,211.896,186.321,2457.5186,1.057523,203.1784
4.75,80,10,2000,450.0,2030.625,6345.7031,211.896,186.321,3066.2795,1.60067,50.7946
4.75,80,10,4000,427.5,1929.0938,6028.418,211.896,186.321,3066.2795,1.424401,101.5892
4.75,80,10,6000,382.5,1726.0312,5393.8477,211.896,186.321,3066.2795,1.071862,152.3838
4.75,80,10,8000,337.5,1522.9688,4759.2773,211.896,186.321,3066.2795,0.719323,203.1784
4.75,100,0,2000,450.0,2030.625,6345.7031,211.896,291.1265,0.0,3.245934,50.7946
4.75,100,0,4000,427.5,1929.0938,6028.418,211.896,291.1265,0.0,3.069664,101.5892
4.75,100,0,6000,382.5,1726.0312,5393.8477,211.896,291.1265,0.0,2.717125,152.3838
4.75,100,0,8000,337.5,1522.9688,4759.2773,211.896,291.1265,0.0,2.364586,203.1784
4.75,100,2,2000,450.0,2030.625,6345.7031,211.896,291.1265,616.2553,2.90357,50.7946
4.75,100,2,4000,427.5,1929.0938,6028.418,211.896,291.1265,616.2553,2.7273,101.5892
4.75,100,2,6000,382.5,1726.0312,5393.8477,211.896,291.1265,616.2553,2.374761,152.3838
4.75,100,2,8000,337.5,1522.9688,4759.2773,211.896,291.1265,616.2553,2.022222,203.1784
4.75,100,5,2000,450.0,2030.625,6345.7031,211.896,291.1265,1538.9961,2.390936,50.7946
4.75,100,5,4000,427.5,1929.0938,6028.418,211.896,291.1265,1538.9961,2.214666,101.5892
4.75,100,5,6000,382.5,1726.0312,5393.8477,211.896,291.1265,1538.9961,1.862127,152.3838
4.75,100,5,8000,337.5,1522.9688,4759.2773,211.896,291.1265,1538.9961,1.509588,203.1784
4.75,100,8,2000,450.0,2030.625,6345.7031,211.896,291.1265,2457.5186,1.880646,50.7946
4.75,100,8,4000,427.5,1929.0938,6028.418,211.896,291.1265,2457.5186,1.704376,101.5892
4.75,100,8,6000,382.5,1726.0312,5393.8477,211.896,291.1265,2457.5186,1.351837,152.3838
4.75,100,8,8000,337.5,1522.9688,4759.2773,211.896,291.1265,2457.5186,0.999298,203.1784
4.75,100,10,2000,450.0,2030.625,6345.7031,211.896,291.1265,3066.2795,1.542445,50.7946
4.75,100,10,4000,427.5,1929.0938,6028.418,211.896,291.1265,3066.2795,1.366176,101.5892
4.75,100,10,6000,382.5,1726.0312,5393.8477,211.896,291.1265,3066.2795,1.013636,152.3838
4.75,100,10,8000,337.5,1522.9688,4759.2773,211.896,291.1265,3066.2795,0.661097,203.1784
5.0,20,0,2000,450.0,2137.5,6679.6875,211.896,11.6451,0.0,3.586748,48.2549
5.0,20,0,4000,427.5,2030.625,6345.7031,211.896,11.6451,0.0,3.401201,96.5097
5.0,20,0,6000,382.5,1816.875,5677.7344,211.896,11.6451,0.0,3.030107,144.7646
5.0,20,0,8000,337.5,1603.125,5009.7656,211.896,11.6451,0.0,2.659014,193.0195
5.0,20,2,2000,450.0,2137.5,6679.6875,211.896,11.6451,616.2553,3.244384,48.2549
5.0,20,2,4000,427.5,2030.625,6345.7031,211.896,11.6451,616.2553,3.058837,96.5097
5.0,20,2,6000,382.5,1816.875,5677.7344,211.896,11.6451,616.2553,2.687743,144.7646
5.0,20,2,8000,337.5,1603.125,5009.7656,211.896,11.6451,616.2553,2.31665,193.0195
5.0,20,5,2000,450.0,2137.5,6679.6875,211.896,11.6451,1538.9961,2.73175,48.2549
5.0,20,5,4000,427.5,2030.625,6345.7031,211.896,11.6451,1538.9961,2.546203,96.5097
5.0,20,5,6000,382.5,1816.875,5677.7344,211.896,11.6451,1538.9961,2.17511,144.7646
5.0,20,5,8000,337.5,1603.125,5009.7656,211.896,11.6451,1538.9961,1.804016,193.0195
5.0,20,8,2000,450.0,2137.5,6679.6875,211.896,11.6451,2457.5186,2.22146,48.2549
5.0,20,8,4000,427.5,2030.625,6345.7031,211.896,11.6451,2457.5186,2.035913,96.5097
5.0,20,8,6000,382.5,1816.875,5677.7344,211.896,11.6451,2457.5186,1.664819,144.7646
5.0,20,8,8000,337.5,1603.125,5009.7656,211.896,11.6451,2457.5186,1.293726,193.0195
5.0,20,10,2000,450.0,2137.5,6679.6875,211.896,11.6451,3066.2795,1.883259,48.2549
5.0,20,10,4000,427.5,2030.625,6345.7031,211.896,11.6451,3066.2795,1.697713,96.5097
5.0,20,10,6000,382.5,1816.875,5677.7344,211.896,11.6451,3066.2795,1.326619,144.7646
5.0,20,10,8000,337.5,1603.125,5009.7656,211.896,11.6451,3066.2795,0.955525,193.0195
